规范	定义类	定义名	部分	成员类	成员名	显式暴露
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	const	COMPRESSED_SRGB8_ALPHA8_ASTC_8x6_KHR	Window,Worker
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	const	COMPRESSED_SRGB8_ALPHA8_ASTC_8x8_KHR	Window,Worker
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	const	COMPRESSED_SRGB8_ALPHA8_ASTC_10x5_KHR	Window,Worker
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	const	COMPRESSED_SRGB8_ALPHA8_ASTC_10x6_KHR	Window,Worker
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	const	COMPRESSED_SRGB8_ALPHA8_ASTC_10x8_KHR	Window,Worker
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	const	COMPRESSED_SRGB8_ALPHA8_ASTC_10x10_KHR	Window,Worker
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	const	COMPRESSED_SRGB8_ALPHA8_ASTC_12x10_KHR	Window,Worker
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	const	COMPRESSED_SRGB8_ALPHA8_ASTC_12x12_KHR	Window,Worker
WEBGL_compressed_texture_astc	interface	WEBGL_compressed_texture_astc	0	operation	getSupportedProfiles	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_R11_EAC	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_SIGNED_R11_EAC	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_RG11_EAC	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_SIGNED_RG11_EAC	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_RGB8_ETC2	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_SRGB8_ETC2	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_RGB8_PUNCHTHROUGH_ALPHA1_ETC2	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_SRGB8_PUNCHTHROUGH_ALPHA1_ETC2	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_RGBA8_ETC2_EAC	Window,Worker
WEBGL_compressed_texture_etc	interface	WEBGL_compressed_texture_etc	0	const	COMPRESSED_SRGB8_ALPHA8_ETC2_EAC	Window,Worker
WEBGL_compressed_texture_etc1	interface	WEBGL_compressed_texture_etc1	0	const	COMPRESSED_RGB_ETC1_WEBGL	Window,Worker
WEBGL_compressed_texture_pvrtc	interface	WEBGL_compressed_texture_pvrtc	0	const	COMPRESSED_RGB_PVRTC_4BPPV1_IMG	Window,Worker
WEBGL_compressed_texture_pvrtc	interface	WEBGL_compressed_texture_pvrtc	0	const	COMPRESSED_RGB_PVRTC_2BPPV1_IMG	Window,Worker
WEBGL_compressed_texture_pvrtc	interface	WEBGL_compressed_texture_pvrtc	0	const	COMPRESSED_RGBA_PVRTC_4BPPV1_IMG	Window,Worker
WEBGL_compressed_texture_pvrtc	interface	WEBGL_compressed_texture_pvrtc	0	const	COMPRESSED_RGBA_PVRTC_2BPPV1_IMG	Window,Worker
WEBGL_compressed_texture_s3tc	interface	WEBGL_compressed_texture_s3tc	0	const	COMPRESSED_RGB_S3TC_DXT1_EXT	Window,Worker
WEBGL_compressed_texture_s3tc	interface	WEBGL_compressed_texture_s3tc	0	const	COMPRESSED_RGBA_S3TC_DXT1_EXT	Window,Worker
WEBGL_compressed_texture_s3tc	interface	WEBGL_compressed_texture_s3tc	0	const	COMPRESSED_RGBA_S3TC_DXT3_EXT	Window,Worker
WEBGL_compressed_texture_s3tc	interface	WEBGL_compressed_texture_s3tc	0	const	COMPRESSED_RGBA_S3TC_DXT5_EXT	Window,Worker
WEBGL_compressed_texture_s3tc_srgb	interface	WEBGL_compressed_texture_s3tc_srgb	0	const	COMPRESSED_SRGB_S3TC_DXT1_EXT	Window,Worker
WEBGL_compressed_texture_s3tc_srgb	interface	WEBGL_compressed_texture_s3tc_srgb	0	const	COMPRESSED_SRGB_ALPHA_S3TC_DXT1_EXT	Window,Worker
WEBGL_compressed_texture_s3tc_srgb	interface	WEBGL_compressed_texture_s3tc_srgb	0	const	COMPRESSED_SRGB_ALPHA_S3TC_DXT3_EXT	Window,Worker
WEBGL_compressed_texture_s3tc_srgb	interface	WEBGL_compressed_texture_s3tc_srgb	0	const	COMPRESSED_SRGB_ALPHA_S3TC_DXT5_EXT	Window,Worker
WEBGL_debug_renderer_info	interface	WEBGL_debug_renderer_info	0	const	UNMASKED_VENDOR_WEBGL	Window,Worker
WEBGL_debug_renderer_info	interface	WEBGL_debug_renderer_info	0	const	UNMASKED_RENDERER_WEBGL	Window,Worker
WEBGL_debug_shaders	interface	WEBGL_debug_shaders	0	operation	getTranslatedShaderSource	Window,Worker
WEBGL_depth_texture	interface	WEBGL_depth_texture	0	const	UNSIGNED_INT_24_8_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT0_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT1_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT2_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT3_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT4_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT5_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT6_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT7_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT8_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT9_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT10_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT11_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT12_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT13_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT14_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	COLOR_ATTACHMENT15_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER0_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER1_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER2_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER3_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER4_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER5_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER6_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER7_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER8_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER9_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER10_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER11_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER12_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER13_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER14_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	DRAW_BUFFER15_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	MAX_COLOR_ATTACHMENTS_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	const	MAX_DRAW_BUFFERS_WEBGL	Window,Worker
WEBGL_draw_buffers	interface	WEBGL_draw_buffers	0	operation	drawBuffersWEBGL	Window,Worker
WEBGL_draw_instanced_base_vertex_base_instance	interface	WEBGL_draw_instanced_base_vertex_base_instance	0	operation	drawArraysInstancedBaseInstanceWEBGL	Window,Worker
WEBGL_draw_instanced_base_vertex_base_instance	interface	WEBGL_draw_instanced_base_vertex_base_instance	0	operation	drawElementsInstancedBaseVertexBaseInstanceWEBGL	Window,Worker
WEBGL_lose_context	interface	WEBGL_lose_context	0	operation	loseContext	Window,Worker
WEBGL_lose_context	interface	WEBGL_lose_context	0	operation	restoreContext	Window,Worker
WEBGL_multi_draw	interface	WEBGL_multi_draw	0	operation	multiDrawArraysWEBGL	Window,Worker
WEBGL_multi_draw	interface	WEBGL_multi_draw	0	operation	multiDrawElementsWEBGL	Window,Worker
WEBGL_multi_draw	interface	WEBGL_multi_draw	0	operation	multiDrawArraysInstancedWEBGL	Window,Worker
WEBGL_multi_draw	interface	WEBGL_multi_draw	0	operation	multiDrawElementsInstancedWEBGL	Window,Worker
WEBGL_multi_draw_instanced_base_vertex_base_instance	interface	WEBGL_multi_draw_instanced_base_vertex_base_instance	0	operation	multiDrawArraysInstancedBaseInstanceWEBGL	Window,Worker
WEBGL_multi_draw_instanced_base_vertex_base_instance	interface	WEBGL_multi_draw_instanced_base_vertex_base_instance	0	operation	multiDrawElementsInstancedBaseVertexBaseInstanceWEBGL	Window,Worker
WEBGL_provoking_vertex	interface	WEBGL_provoking_vertex	0	const	FIRST_VERTEX_CONVENTION_WEBGL	Window,Worker
WEBGL_provoking_vertex	interface	WEBGL_provoking_vertex	0	const	LAST_VERTEX_CONVENTION_WEBGL	Window,Worker
WEBGL_provoking_vertex	interface	WEBGL_provoking_vertex	0	const	PROVOKING_VERTEX_WEBGL	Window,Worker
WEBGL_provoking_vertex	interface	WEBGL_provoking_vertex	0	operation	provokingVertexWEBGL	Window,Worker
accelerometer	interface	Accelerometer	0	constructor	constructor	Window
accelerometer	interface	Accelerometer	0	attribute	x	Window
accelerometer	interface	Accelerometer	0	attribute	y	Window
accelerometer	interface	Accelerometer	0	attribute	z	Window
accelerometer	enum	AccelerometerLocalCoordinateSystem	0			
accelerometer	dictionary	AccelerometerSensorOptions	0	field	referenceFrame	
accelerometer	interface	LinearAccelerationSensor	0	constructor	constructor	Window
accelerometer	interface	GravitySensor	0	constructor	constructor	Window
ambient-light	interface	AmbientLightSensor	0	constructor	constructor	Window
ambient-light	interface	AmbientLightSensor	0	attribute	illuminance	Window
anchors	interface	XRAnchor	0	attribute	anchorSpace	Window
anchors	interface	XRAnchor	0	operation	requestPersistentHandle	Window
anchors	interface	XRAnchor	0	operation	delete	Window
anchors	interface	XRFrame	1	operation	createAnchor	
anchors	interface	XRSession	1	attribute	persistentAnchors	
anchors	interface	XRSession	1	operation	restorePersistentAnchor	
anchors	interface	XRSession	1	operation	deletePersistentAnchor	
anchors	interface	XRHitTestResult	1	operation	createAnchor	
anchors	interface	XRAnchorSet	0	setlike	@@setlike	Window
anchors	interface	XRFrame	1	attribute	trackedAnchors	
animation-triggers	interface	AnimationTrigger	0	constructor	constructor	Window
animation-triggers	interface	AnimationTrigger	0	attribute	timeline	Window
animation-triggers	interface	AnimationTrigger	0	attribute	behavior	Window
animation-triggers	interface	AnimationTrigger	0	attribute	activationRangeStart	Window
animation-triggers	interface	AnimationTrigger	0	attribute	activationRangeEnd	Window
animation-triggers	interface	AnimationTrigger	0	attribute	activeRangeStart	Window
animation-triggers	interface	AnimationTrigger	0	attribute	activeRangeEnd	Window
animation-triggers	dictionary	AnimationTriggerOptions	0	field	timeline	
animation-triggers	dictionary	AnimationTriggerOptions	0	field	behavior	
animation-triggers	dictionary	AnimationTriggerOptions	0	field	activationRangeStart	
animation-triggers	dictionary	AnimationTriggerOptions	0	field	activationRangeEnd	
animation-triggers	dictionary	AnimationTriggerOptions	0	field	activeRangeStart	
animation-triggers	dictionary	AnimationTriggerOptions	0	field	activeRangeEnd	
animation-triggers	enum	AnimationTriggerBehavior	0			
anonymous-iframe	interface	HTMLIFrameElement	1	attribute	credentialless	
anonymous-iframe	interface	Window	1	attribute	credentialless	
attribution	interface	Navigator	1	attribute	attribution	
attribution	enum	AttributionAggregationProtocol	0			
attribution	dictionary	AttributionAggregationService	0	field	protocol	
attribution	interface	AttributionAggregationServices	0	maplike	@@maplike	Window
attribution	interface	Attribution	0	attribute	aggregationServices	Window
attribution	dictionary	AttributionImpressionOptions	0	field	histogramIndex	
attribution	dictionary	AttributionImpressionOptions	0	field	matchValue	
attribution	dictionary	AttributionImpressionOptions	0	field	conversionSites	
attribution	dictionary	AttributionImpressionOptions	0	field	conversionCallers	
attribution	dictionary	AttributionImpressionOptions	0	field	lifetimeDays	
attribution	dictionary	AttributionImpressionOptions	0	field	priority	
attribution	dictionary	AttributionImpressionResult	0			
attribution	interface	Attribution	1	operation	saveImpression	Window
attribution	dictionary	AttributionConversionOptions	0	field	aggregationService	
attribution	dictionary	AttributionConversionOptions	0	field	epsilon	
attribution	dictionary	AttributionConversionOptions	0	field	histogramSize	
attribution	dictionary	AttributionConversionOptions	0	field	lookbackDays	
attribution	dictionary	AttributionConversionOptions	0	field	matchValues	
attribution	dictionary	AttributionConversionOptions	0	field	impressionSites	
attribution	dictionary	AttributionConversionOptions	0	field	impressionCallers	
attribution	dictionary	AttributionConversionOptions	0	field	credit	
attribution	dictionary	AttributionConversionOptions	0	field	value	
attribution	dictionary	AttributionConversionOptions	0	field	maxValue	
attribution	dictionary	AttributionConversionResult	0	field	report	
attribution	interface	Attribution	1	operation	measureConversion	Window
audio-output	interface	HTMLMediaElement	1	attribute	sinkId	
audio-output	interface	HTMLMediaElement	1	operation	setSinkId	
audio-output	interface	MediaDevices	1	operation	selectAudioOutput	
audio-output	dictionary	AudioOutputOptions	0	field	deviceId	
audio-session	interface	AudioSession	0	attribute	type	Window
audio-session	interface	AudioSession	0	attribute	state	Window
audio-session	interface	AudioSession	0	attribute	onstatechange	Window
audio-session	enum	AudioSessionType	0			
audio-session	enum	AudioSessionState	0			
audio-session	interface	Navigator	1	attribute	audioSession	Window
autofill-event	interface	AutofillEvent	0	constructor	constructor	Window
autofill-event	interface	AutofillEvent	0	attribute	autofillValues	Window
autofill-event	interface	AutofillEvent	0	attribute	refill	Window
autofill-event	callback	RefillCallback	0			
autofill-event	dictionary	AutofillEventInit	0	field	autofillValues	
autofill-event	dictionary	AutofillEventInit	0	field	allowRefill	
autofill-event	typedef	AutofillValueEntry	0			
autoplay-detection	enum	AutoplayPolicy	0			
autoplay-detection	enum	AutoplayPolicyMediaType	0			
autoplay-detection	interface	Navigator	1	operation	getAutoplayPolicy	Window
autoplay-detection	interface	Navigator	1	operation	getAutoplayPolicy	Window
autoplay-detection	interface	Navigator	1	operation	getAutoplayPolicy	Window
background-fetch	interface	ServiceWorkerGlobalScope	1	attribute	onbackgroundfetchsuccess	
background-fetch	interface	ServiceWorkerGlobalScope	1	attribute	onbackgroundfetchfail	
background-fetch	interface	ServiceWorkerGlobalScope	1	attribute	onbackgroundfetchabort	
background-fetch	interface	ServiceWorkerGlobalScope	1	attribute	onbackgroundfetchclick	
background-fetch	interface	ServiceWorkerRegistration	1	attribute	backgroundFetch	
background-fetch	interface	BackgroundFetchManager	0	operation	fetch	Window,Worker
background-fetch	interface	BackgroundFetchManager	0	operation	get	Window,Worker
background-fetch	interface	BackgroundFetchManager	0	operation	getIds	Window,Worker
background-fetch	dictionary	BackgroundFetchUIOptions	0	field	icons	
background-fetch	dictionary	BackgroundFetchUIOptions	0	field	title	
background-fetch	dictionary	BackgroundFetchOptions	0	field	downloadTotal	
background-fetch	interface	BackgroundFetchRegistration	0	attribute	id	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	attribute	uploadTotal	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	attribute	uploaded	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	attribute	downloadTotal	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	attribute	downloaded	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	attribute	result	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	attribute	failureReason	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	attribute	recordsAvailable	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	attribute	onprogress	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	operation	abort	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	operation	match	Window,Worker
background-fetch	interface	BackgroundFetchRegistration	0	operation	matchAll	Window,Worker
background-fetch	enum	BackgroundFetchResult	0			
background-fetch	enum	BackgroundFetchFailureReason	0			
background-fetch	interface	BackgroundFetchRecord	0	attribute	request	Window,Worker
background-fetch	interface	BackgroundFetchRecord	0	attribute	responseReady	Window,Worker
background-fetch	interface	BackgroundFetchEvent	0	constructor	constructor	ServiceWorker
background-fetch	interface	BackgroundFetchEvent	0	attribute	registration	ServiceWorker
background-fetch	dictionary	BackgroundFetchEventInit	0	field	registration	
background-fetch	interface	BackgroundFetchUpdateUIEvent	0	constructor	constructor	ServiceWorker
background-fetch	interface	BackgroundFetchUpdateUIEvent	0	operation	updateUI	ServiceWorker
background-sync	interface	ServiceWorkerRegistration	1	attribute	sync	
background-sync	interface	SyncManager	0	operation	register	Window,Worker
background-sync	interface	SyncManager	0	operation	getTags	Window,Worker
background-sync	interface	ServiceWorkerGlobalScope	1	attribute	onsync	
background-sync	interface	SyncEvent	0	constructor	constructor	ServiceWorker
background-sync	interface	SyncEvent	0	attribute	tag	ServiceWorker
background-sync	interface	SyncEvent	0	attribute	lastChance	ServiceWorker
background-sync	dictionary	SyncEventInit	0	field	tag	
background-sync	dictionary	SyncEventInit	0	field	lastChance	
badging	interface mixin	NavigatorBadge	0	operation	setAppBadge	
badging	interface mixin	NavigatorBadge	0	operation	clearAppBadge	
badging	includes	Navigator	0		NavigatorBadge	
badging	includes	WorkerNavigator	0		NavigatorBadge	
battery-status	interface	Navigator	1	operation	getBattery	
battery-status	interface	BatteryManager	0	attribute	charging	Window
battery-status	interface	BatteryManager	0	attribute	chargingTime	Window
battery-status	interface	BatteryManager	0	attribute	dischargingTime	Window
battery-status	interface	BatteryManager	0	attribute	level	Window
battery-status	interface	BatteryManager	0	attribute	onchargingchange	Window
battery-status	interface	BatteryManager	0	attribute	onchargingtimechange	Window
battery-status	interface	BatteryManager	0	attribute	ondischargingtimechange	Window
battery-status	interface	BatteryManager	0	attribute	onlevelchange	Window
beacon	interface	Navigator	1	operation	sendBeacon	
body-tracking	interface	XRFrame	1	attribute	body	
body-tracking	enum	XRBodyJoint	0			
body-tracking	interface	XRBody	0	iterable	@@iterator	Window
body-tracking	interface	XRBody	0	attribute	size	Window
body-tracking	interface	XRBody	0	operation	get	Window
body-tracking	interface	XRBodySpace	0	attribute	jointName	Window
capture-handle-identity	dictionary	CaptureHandleConfig	0	field	exposeOrigin	
capture-handle-identity	dictionary	CaptureHandleConfig	0	field	handle	
capture-handle-identity	dictionary	CaptureHandleConfig	0	field	permittedOrigins	
capture-handle-identity	interface	MediaDevices	1	operation	setCaptureHandleConfig	
capture-handle-identity	dictionary	CaptureHandle	0	field	origin	
capture-handle-identity	dictionary	CaptureHandle	0	field	handle	
capture-handle-identity	interface	MediaStreamTrack	1	operation	getCaptureHandle	
capture-handle-identity	interface	MediaStreamTrack	1	attribute	oncapturehandlechange	
captured-mouse-events	interface	CapturedMouseEvent	0	constructor	constructor	Window
captured-mouse-events	interface	CapturedMouseEvent	0	attribute	surfaceX	Window
captured-mouse-events	interface	CapturedMouseEvent	0	attribute	surfaceY	Window
captured-mouse-events	dictionary	CapturedMouseEventInit	0	field	surfaceX	
captured-mouse-events	dictionary	CapturedMouseEventInit	0	field	surfaceY	
captured-mouse-events	interface	CaptureController	1	attribute	oncapturedmousechange	
clipboard-apis	dictionary	ClipboardEventInit	0	field	clipboardData	
clipboard-apis	interface	ClipboardEvent	0	constructor	constructor	Window
clipboard-apis	interface	ClipboardEvent	0	attribute	clipboardData	Window
clipboard-apis	dictionary	ClipboardChangeEventInit	0	field	types	
clipboard-apis	dictionary	ClipboardChangeEventInit	0	field	changeId	
clipboard-apis	interface	ClipboardChangeEvent	0	constructor	constructor	Window
clipboard-apis	interface	ClipboardChangeEvent	0	attribute	types	Window
clipboard-apis	interface	ClipboardChangeEvent	0	attribute	changeId	Window
clipboard-apis	interface	Navigator	1	attribute	clipboard	
clipboard-apis	typedef	ClipboardItemData	0			
clipboard-apis	interface	ClipboardItem	0	constructor	constructor	Window
clipboard-apis	interface	ClipboardItem	0	attribute	presentationStyle	Window
clipboard-apis	interface	ClipboardItem	0	attribute	types	Window
clipboard-apis	interface	ClipboardItem	0	operation	getType	Window
clipboard-apis	interface	ClipboardItem	0	operation	supports	Window
clipboard-apis	enum	PresentationStyle	0			
clipboard-apis	dictionary	ClipboardItemOptions	0	field	presentationStyle	
clipboard-apis	typedef	ClipboardItems	0			
clipboard-apis	interface	Clipboard	0	operation	read	Window
clipboard-apis	interface	Clipboard	0	operation	readText	Window
clipboard-apis	interface	Clipboard	0	operation	write	Window
clipboard-apis	interface	Clipboard	0	operation	writeText	Window
clipboard-apis	dictionary	ClipboardUnsanitizedFormats	0	field	unsanitized	
clipboard-apis	dictionary	ClipboardPermissionDescriptor	0	field	allowWithoutGesture	
compat	interface	Window	1	attribute	orientation	
compat	interface	Window	1	attribute	onorientationchange	
compat	interface	HTMLBodyElement	1	attribute	onorientationchange	
compression	enum	CompressionFormat	0			
compression	interface	CompressionStream	0	constructor	constructor	*
compression	includes	CompressionStream	0		GenericTransformStream	
compression	interface	DecompressionStream	0	constructor	constructor	*
compression	includes	DecompressionStream	0		GenericTransformStream	
compute-pressure	enum	PressureSource	0			
compute-pressure	enum	PressureState	0			
compute-pressure	callback	PressureUpdateCallback	0			
compute-pressure	interface	PressureObserver	0	constructor	constructor	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureObserver	0	operation	observe	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureObserver	0	operation	unobserve	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureObserver	0	operation	disconnect	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureObserver	0	operation	takeRecords	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureObserver	0	attribute	knownSources	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureRecord	0	attribute	source	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureRecord	0	attribute	state	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureRecord	0	attribute	time	DedicatedWorker,SharedWorker,Window
compute-pressure	interface	PressureRecord	0	operation	toJSON	DedicatedWorker,SharedWorker,Window
compute-pressure	dictionary	PressureObserverOptions	0	field	sampleInterval	
connection-allowlists	enum	ConnectionAllowlistDisposition	0			
connection-allowlists	dictionary	ConnectionAllowlistViolationReport	0	field	url	
connection-allowlists	dictionary	ConnectionAllowlistViolationReport	0	field	connection	
connection-allowlists	dictionary	ConnectionAllowlistViolationReport	0	field	allowlist	
connection-allowlists	dictionary	ConnectionAllowlistViolationReport	0	field	disposition	
connection-allowlists	interface	HTMLIFrameElement	1	attribute	connectionAllowlist	
console	namespace	console	0	operation	assert	*
console	namespace	console	0	operation	clear	*
console	namespace	console	0	operation	debug	*
console	namespace	console	0	operation	error	*
console	namespace	console	0	operation	info	*
console	namespace	console	0	operation	log	*
console	namespace	console	0	operation	table	*
console	namespace	console	0	operation	trace	*
console	namespace	console	0	operation	warn	*
console	namespace	console	0	operation	dir	*
console	namespace	console	0	operation	dirxml	*
console	namespace	console	0	operation	count	*
console	namespace	console	0	operation	countReset	*
console	namespace	console	0	operation	group	*
console	namespace	console	0	operation	groupCollapsed	*
console	namespace	console	0	operation	groupEnd	*
console	namespace	console	0	operation	time	*
console	namespace	console	0	operation	timeLog	*
console	namespace	console	0	operation	timeEnd	*
contact-picker	interface	Navigator	1	attribute	contacts	Window
contact-picker	enum	ContactProperty	0			
contact-picker	interface	ContactAddress	0	operation	toJSON	Window
contact-picker	interface	ContactAddress	0	attribute	city	Window
contact-picker	interface	ContactAddress	0	attribute	country	Window
contact-picker	interface	ContactAddress	0	attribute	dependentLocality	Window
contact-picker	interface	ContactAddress	0	attribute	organization	Window
contact-picker	interface	ContactAddress	0	attribute	phone	Window
contact-picker	interface	ContactAddress	0	attribute	postalCode	Window
contact-picker	interface	ContactAddress	0	attribute	recipient	Window
contact-picker	interface	ContactAddress	0	attribute	region	Window
contact-picker	interface	ContactAddress	0	attribute	sortingCode	Window
contact-picker	interface	ContactAddress	0	attribute	addressLine	Window
contact-picker	dictionary	ContactInfo	0	field	address	
contact-picker	dictionary	ContactInfo	0	field	email	
contact-picker	dictionary	ContactInfo	0	field	icon	
contact-picker	dictionary	ContactInfo	0	field	name	
contact-picker	dictionary	ContactInfo	0	field	tel	
contact-picker	dictionary	ContactsSelectOptions	0	field	multiple	
contact-picker	interface	ContactsManager	0	operation	getProperties	Window
contact-picker	interface	ContactsManager	0	operation	select	Window
container-timing	interface	PerformanceContainerTiming	0	attribute	identifier	Window
container-timing	interface	PerformanceContainerTiming	0	attribute	intersectionRect	Window
container-timing	interface	PerformanceContainerTiming	0	attribute	size	Window
container-timing	interface	PerformanceContainerTiming	0	attribute	firstRenderTime	Window
container-timing	interface	PerformanceContainerTiming	0	attribute	lastPaintedElement	Window
container-timing	interface	PerformanceContainerTiming	0	attribute	rootElement	Window
container-timing	interface	PerformanceContainerTiming	0	operation	toJSON	Window
container-timing	includes	PerformanceContainerTiming	0		PaintTimingMixin	
container-timing	interface	HTMLElement	1	attribute	containerTiming	
container-timing	interface	HTMLElement	1	attribute	containerTimingIgnore	
content-index	interface	ServiceWorkerGlobalScope	1	attribute	oncontentdelete	
content-index	interface	ServiceWorkerRegistration	1	attribute	index	
content-index	enum	ContentCategory	0			
content-index	dictionary	ContentDescription	0	field	id	
content-index	dictionary	ContentDescription	0	field	title	
content-index	dictionary	ContentDescription	0	field	description	
content-index	dictionary	ContentDescription	0	field	category	
content-index	dictionary	ContentDescription	0	field	icons	
content-index	dictionary	ContentDescription	0	field	url	
content-index	interface	ContentIndex	0	operation	add	Window,Worker
