规范	定义类	定义名	部分	成员类	成员名	显式暴露
ANGLE_instanced_arrays	interface	ANGLE_instanced_arrays	0	const	VERTEX_ATTRIB_ARRAY_DIVISOR_ANGLE	Window,Worker
ANGLE_instanced_arrays	interface	ANGLE_instanced_arrays	0	operation	drawArraysInstancedANGLE	Window,Worker
ANGLE_instanced_arrays	interface	ANGLE_instanced_arrays	0	operation	drawElementsInstancedANGLE	Window,Worker
ANGLE_instanced_arrays	interface	ANGLE_instanced_arrays	0	operation	vertexAttribDivisorANGLE	Window,Worker
CSP	dictionary	CSPViolationReportBody	0	field	documentURL	
CSP	dictionary	CSPViolationReportBody	0	field	referrer	
CSP	dictionary	CSPViolationReportBody	0	field	blockedURL	
CSP	dictionary	CSPViolationReportBody	0	field	effectiveDirective	
CSP	dictionary	CSPViolationReportBody	0	field	originalPolicy	
CSP	dictionary	CSPViolationReportBody	0	field	sourceFile	
CSP	dictionary	CSPViolationReportBody	0	field	sample	
CSP	dictionary	CSPViolationReportBody	0	field	disposition	
CSP	dictionary	CSPViolationReportBody	0	field	statusCode	
CSP	dictionary	CSPViolationReportBody	0	field	lineNumber	
CSP	dictionary	CSPViolationReportBody	0	field	columnNumber	
CSP	enum	SecurityPolicyViolationEventDisposition	0			
CSP	interface	SecurityPolicyViolationEvent	0	constructor	constructor	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	documentURI	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	referrer	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	blockedURI	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	effectiveDirective	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	violatedDirective	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	originalPolicy	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	sourceFile	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	sample	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	disposition	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	statusCode	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	lineNumber	Window,Worker
CSP	interface	SecurityPolicyViolationEvent	0	attribute	columnNumber	Window,Worker
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	documentURI	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	referrer	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	blockedURI	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	violatedDirective	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	effectiveDirective	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	originalPolicy	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	sourceFile	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	sample	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	disposition	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	statusCode	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	lineNumber	
CSP	dictionary	SecurityPolicyViolationEventInit	0	field	columnNumber	
EXT_blend_minmax	interface	EXT_blend_minmax	0	const	MIN_EXT	Window,Worker
EXT_blend_minmax	interface	EXT_blend_minmax	0	const	MAX_EXT	Window,Worker
EXT_color_buffer_float	interface	EXT_color_buffer_float	0			Window,Worker
EXT_color_buffer_half_float	interface	EXT_color_buffer_half_float	0	const	RGBA16F_EXT	Window,Worker
EXT_color_buffer_half_float	interface	EXT_color_buffer_half_float	0	const	RGB16F_EXT	Window,Worker
EXT_color_buffer_half_float	interface	EXT_color_buffer_half_float	0	const	FRAMEBUFFER_ATTACHMENT_COMPONENT_TYPE_EXT	Window,Worker
EXT_color_buffer_half_float	interface	EXT_color_buffer_half_float	0	const	UNSIGNED_NORMALIZED_EXT	Window,Worker
EXT_disjoint_timer_query	typedef	GLuint64EXT	0			
EXT_disjoint_timer_query	interface	WebGLTimerQueryEXT	0			Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	const	QUERY_COUNTER_BITS_EXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	const	CURRENT_QUERY_EXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	const	QUERY_RESULT_EXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	const	QUERY_RESULT_AVAILABLE_EXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	const	TIME_ELAPSED_EXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	const	TIMESTAMP_EXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	const	GPU_DISJOINT_EXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	operation	createQueryEXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	operation	deleteQueryEXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	operation	isQueryEXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	operation	beginQueryEXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	operation	endQueryEXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	operation	queryCounterEXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	operation	getQueryEXT	Window,Worker
EXT_disjoint_timer_query	interface	EXT_disjoint_timer_query	0	operation	getQueryObjectEXT	Window,Worker
EXT_disjoint_timer_query_webgl2	interface	EXT_disjoint_timer_query_webgl2	0	const	QUERY_COUNTER_BITS_EXT	Window,Worker
EXT_disjoint_timer_query_webgl2	interface	EXT_disjoint_timer_query_webgl2	0	const	TIME_ELAPSED_EXT	Window,Worker
EXT_disjoint_timer_query_webgl2	interface	EXT_disjoint_timer_query_webgl2	0	const	TIMESTAMP_EXT	Window,Worker
EXT_disjoint_timer_query_webgl2	interface	EXT_disjoint_timer_query_webgl2	0	const	GPU_DISJOINT_EXT	Window,Worker
EXT_disjoint_timer_query_webgl2	interface	EXT_disjoint_timer_query_webgl2	0	operation	queryCounterEXT	Window,Worker
EXT_float_blend	interface	EXT_float_blend	0			Window,Worker
EXT_frag_depth	interface	EXT_frag_depth	0			Window,Worker
EXT_sRGB	interface	EXT_sRGB	0	const	SRGB_EXT	Window,Worker
EXT_sRGB	interface	EXT_sRGB	0	const	SRGB_ALPHA_EXT	Window,Worker
EXT_sRGB	interface	EXT_sRGB	0	const	SRGB8_ALPHA8_EXT	Window,Worker
EXT_sRGB	interface	EXT_sRGB	0	const	FRAMEBUFFER_ATTACHMENT_COLOR_ENCODING_EXT	Window,Worker
EXT_shader_texture_lod	interface	EXT_shader_texture_lod	0			Window,Worker
EXT_texture_compression_bptc	interface	EXT_texture_compression_bptc	0	const	COMPRESSED_RGBA_BPTC_UNORM_EXT	Window,Worker
EXT_texture_compression_bptc	interface	EXT_texture_compression_bptc	0	const	COMPRESSED_SRGB_ALPHA_BPTC_UNORM_EXT	Window,Worker
EXT_texture_compression_bptc	interface	EXT_texture_compression_bptc	0	const	COMPRESSED_RGB_BPTC_SIGNED_FLOAT_EXT	Window,Worker
EXT_texture_compression_bptc	interface	EXT_texture_compression_bptc	0	const	COMPRESSED_RGB_BPTC_UNSIGNED_FLOAT_EXT	Window,Worker
EXT_texture_compression_rgtc	interface	EXT_texture_compression_rgtc	0	const	COMPRESSED_RED_RGTC1_EXT	Window,Worker
EXT_texture_compression_rgtc	interface	EXT_texture_compression_rgtc	0	const	COMPRESSED_SIGNED_RED_RGTC1_EXT	Window,Worker
EXT_texture_compression_rgtc	interface	EXT_texture_compression_rgtc	0	const	COMPRESSED_RED_GREEN_RGTC2_EXT	Window,Worker
EXT_texture_compression_rgtc	interface	EXT_texture_compression_rgtc	0	const	COMPRESSED_SIGNED_RED_GREEN_RGTC2_EXT	Window,Worker
EXT_texture_filter_anisotropic	interface	EXT_texture_filter_anisotropic	0	const	TEXTURE_MAX_ANISOTROPY_EXT	Window,Worker
EXT_texture_filter_anisotropic	interface	EXT_texture_filter_anisotropic	0	const	MAX_TEXTURE_MAX_ANISOTROPY_EXT	Window,Worker
EXT_texture_norm16	interface	EXT_texture_norm16	0	const	R16_EXT	Window,Worker
EXT_texture_norm16	interface	EXT_texture_norm16	0	const	RG16_EXT	Window,Worker
EXT_texture_norm16	interface	EXT_texture_norm16	0	const	RGB16_EXT	Window,Worker
EXT_texture_norm16	interface	EXT_texture_norm16	0	const	RGBA16_EXT	Window,Worker
EXT_texture_norm16	interface	EXT_texture_norm16	0	const	R16_SNORM_EXT	Window,Worker
EXT_texture_norm16	interface	EXT_texture_norm16	0	const	RG16_SNORM_EXT	Window,Worker
EXT_texture_norm16	interface	EXT_texture_norm16	0	const	RGB16_SNORM_EXT	Window,Worker
EXT_texture_norm16	interface	EXT_texture_norm16	0	const	RGBA16_SNORM_EXT	Window,Worker
FileAPI	interface	Blob	0	constructor	constructor	Window,Worker
FileAPI	interface	Blob	0	attribute	size	Window,Worker
FileAPI	interface	Blob	0	attribute	type	Window,Worker
FileAPI	interface	Blob	0	operation	slice	Window,Worker
FileAPI	interface	Blob	0	operation	stream	Window,Worker
FileAPI	interface	Blob	0	operation	text	Window,Worker
FileAPI	interface	Blob	0	operation	arrayBuffer	Window,Worker
FileAPI	interface	Blob	0	operation	textStream	Window,Worker
FileAPI	interface	Blob	0	operation	bytes	Window,Worker
FileAPI	enum	EndingType	0			
FileAPI	dictionary	BlobPropertyBag	0	field	type	
FileAPI	dictionary	BlobPropertyBag	0	field	endings	
FileAPI	typedef	BlobPart	0			
FileAPI	interface	File	0	constructor	constructor	Window,Worker
FileAPI	interface	File	0	attribute	name	Window,Worker
FileAPI	interface	File	0	attribute	lastModified	Window,Worker
FileAPI	dictionary	FilePropertyBag	0	field	lastModified	
FileAPI	interface	FileList	0	operation	item	Window,Worker
FileAPI	interface	FileList	0	attribute	length	Window,Worker
FileAPI	interface	FileReader	0	constructor	constructor	Window,Worker
FileAPI	interface	FileReader	0	operation	readAsArrayBuffer	Window,Worker
FileAPI	interface	FileReader	0	operation	readAsBinaryString	Window,Worker
FileAPI	interface	FileReader	0	operation	readAsText	Window,Worker
FileAPI	interface	FileReader	0	operation	readAsDataURL	Window,Worker
FileAPI	interface	FileReader	0	operation	abort	Window,Worker
FileAPI	interface	FileReader	0	const	EMPTY	Window,Worker
FileAPI	interface	FileReader	0	const	LOADING	Window,Worker
FileAPI	interface	FileReader	0	const	DONE	Window,Worker
FileAPI	interface	FileReader	0	attribute	readyState	Window,Worker
FileAPI	interface	FileReader	0	attribute	result	Window,Worker
FileAPI	interface	FileReader	0	attribute	error	Window,Worker
FileAPI	interface	FileReader	0	attribute	onloadstart	Window,Worker
FileAPI	interface	FileReader	0	attribute	onprogress	Window,Worker
FileAPI	interface	FileReader	0	attribute	onload	Window,Worker
FileAPI	interface	FileReader	0	attribute	onabort	Window,Worker
FileAPI	interface	FileReader	0	attribute	onerror	Window,Worker
FileAPI	interface	FileReader	0	attribute	onloadend	Window,Worker
FileAPI	interface	FileReaderSync	0	constructor	constructor	DedicatedWorker,SharedWorker
FileAPI	interface	FileReaderSync	0	operation	readAsArrayBuffer	DedicatedWorker,SharedWorker
FileAPI	interface	FileReaderSync	0	operation	readAsBinaryString	DedicatedWorker,SharedWorker
FileAPI	interface	FileReaderSync	0	operation	readAsText	DedicatedWorker,SharedWorker
FileAPI	interface	FileReaderSync	0	operation	readAsDataURL	DedicatedWorker,SharedWorker
FileAPI	interface	URL	1	operation	createObjectURL	Window,DedicatedWorker,SharedWorker
FileAPI	interface	URL	1	operation	revokeObjectURL	Window,DedicatedWorker,SharedWorker
IndexedDB	interface	IDBRequest	0	attribute	result	Window,Worker
IndexedDB	interface	IDBRequest	0	attribute	error	Window,Worker
IndexedDB	interface	IDBRequest	0	attribute	source	Window,Worker
IndexedDB	interface	IDBRequest	0	attribute	transaction	Window,Worker
IndexedDB	interface	IDBRequest	0	attribute	readyState	Window,Worker
IndexedDB	interface	IDBRequest	0	attribute	onsuccess	Window,Worker
IndexedDB	interface	IDBRequest	0	attribute	onerror	Window,Worker
IndexedDB	enum	IDBRequestReadyState	0			
IndexedDB	interface	IDBOpenDBRequest	0	attribute	onblocked	Window,Worker
IndexedDB	interface	IDBOpenDBRequest	0	attribute	onupgradeneeded	Window,Worker
IndexedDB	interface	IDBVersionChangeEvent	0	constructor	constructor	Window,Worker
IndexedDB	interface	IDBVersionChangeEvent	0	attribute	oldVersion	Window,Worker
IndexedDB	interface	IDBVersionChangeEvent	0	attribute	newVersion	Window,Worker
IndexedDB	dictionary	IDBVersionChangeEventInit	0	field	oldVersion	
IndexedDB	dictionary	IDBVersionChangeEventInit	0	field	newVersion	
IndexedDB	interface mixin	WindowOrWorkerGlobalScope	1	attribute	indexedDB	
IndexedDB	interface	IDBFactory	0	operation	open	Window,Worker
IndexedDB	interface	IDBFactory	0	operation	deleteDatabase	Window,Worker
IndexedDB	interface	IDBFactory	0	operation	databases	Window,Worker
IndexedDB	interface	IDBFactory	0	operation	cmp	Window,Worker
IndexedDB	dictionary	IDBDatabaseInfo	0	field	name	
IndexedDB	dictionary	IDBDatabaseInfo	0	field	version	
IndexedDB	interface	IDBDatabase	0	attribute	name	Window,Worker
IndexedDB	interface	IDBDatabase	0	attribute	version	Window,Worker
IndexedDB	interface	IDBDatabase	0	attribute	objectStoreNames	Window,Worker
IndexedDB	interface	IDBDatabase	0	operation	transaction	Window,Worker
IndexedDB	interface	IDBDatabase	0	operation	close	Window,Worker
IndexedDB	interface	IDBDatabase	0	operation	createObjectStore	Window,Worker
IndexedDB	interface	IDBDatabase	0	operation	deleteObjectStore	Window,Worker
IndexedDB	interface	IDBDatabase	0	attribute	onabort	Window,Worker
IndexedDB	interface	IDBDatabase	0	attribute	onclose	Window,Worker
IndexedDB	interface	IDBDatabase	0	attribute	onerror	Window,Worker
IndexedDB	interface	IDBDatabase	0	attribute	onversionchange	Window,Worker
IndexedDB	enum	IDBTransactionDurability	0			
IndexedDB	dictionary	IDBTransactionOptions	0	field	durability	
IndexedDB	dictionary	IDBObjectStoreParameters	0	field	keyPath	
IndexedDB	dictionary	IDBObjectStoreParameters	0	field	autoIncrement	
IndexedDB	interface	IDBObjectStore	0	attribute	name	Window,Worker
IndexedDB	interface	IDBObjectStore	0	attribute	keyPath	Window,Worker
IndexedDB	interface	IDBObjectStore	0	attribute	indexNames	Window,Worker
IndexedDB	interface	IDBObjectStore	0	attribute	transaction	Window,Worker
IndexedDB	interface	IDBObjectStore	0	attribute	autoIncrement	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	put	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	add	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	delete	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	clear	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	get	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	getKey	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	getAll	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	getAllKeys	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	getAllRecords	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	count	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	openCursor	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	openKeyCursor	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	index	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	createIndex	Window,Worker
IndexedDB	interface	IDBObjectStore	0	operation	deleteIndex	Window,Worker
IndexedDB	dictionary	IDBIndexParameters	0	field	unique	
IndexedDB	dictionary	IDBIndexParameters	0	field	multiEntry	
IndexedDB	dictionary	IDBGetAllOptions	0	field	query	
IndexedDB	dictionary	IDBGetAllOptions	0	field	count	
IndexedDB	dictionary	IDBGetAllOptions	0	field	direction	
IndexedDB	interface	IDBIndex	0	attribute	name	Window,Worker
IndexedDB	interface	IDBIndex	0	attribute	objectStore	Window,Worker
IndexedDB	interface	IDBIndex	0	attribute	keyPath	Window,Worker
IndexedDB	interface	IDBIndex	0	attribute	multiEntry	Window,Worker
IndexedDB	interface	IDBIndex	0	attribute	unique	Window,Worker
IndexedDB	interface	IDBIndex	0	operation	get	Window,Worker
IndexedDB	interface	IDBIndex	0	operation	getKey	Window,Worker
IndexedDB	interface	IDBIndex	0	operation	getAll	Window,Worker
IndexedDB	interface	IDBIndex	0	operation	getAllKeys	Window,Worker
IndexedDB	interface	IDBIndex	0	operation	getAllRecords	Window,Worker
IndexedDB	interface	IDBIndex	0	operation	count	Window,Worker
IndexedDB	interface	IDBIndex	0	operation	openCursor	Window,Worker
IndexedDB	interface	IDBIndex	0	operation	openKeyCursor	Window,Worker
IndexedDB	interface	IDBKeyRange	0	attribute	lower	Window,Worker
IndexedDB	interface	IDBKeyRange	0	attribute	upper	Window,Worker
IndexedDB	interface	IDBKeyRange	0	attribute	lowerOpen	Window,Worker
IndexedDB	interface	IDBKeyRange	0	attribute	upperOpen	Window,Worker
IndexedDB	interface	IDBKeyRange	0	operation	only	Window,Worker
IndexedDB	interface	IDBKeyRange	0	operation	lowerBound	Window,Worker
IndexedDB	interface	IDBKeyRange	0	operation	upperBound	Window,Worker
IndexedDB	interface	IDBKeyRange	0	operation	bound	Window,Worker
IndexedDB	interface	IDBKeyRange	0	operation	includes	Window,Worker
IndexedDB	interface	IDBRecord	0	attribute	key	Window,Worker
IndexedDB	interface	IDBRecord	0	attribute	primaryKey	Window,Worker
IndexedDB	interface	IDBRecord	0	attribute	value	Window,Worker
IndexedDB	interface	IDBCursor	0	attribute	source	Window,Worker
IndexedDB	interface	IDBCursor	0	attribute	direction	Window,Worker
IndexedDB	interface	IDBCursor	0	attribute	key	Window,Worker
IndexedDB	interface	IDBCursor	0	attribute	primaryKey	Window,Worker
IndexedDB	interface	IDBCursor	0	attribute	request	Window,Worker
IndexedDB	interface	IDBCursor	0	operation	advance	Window,Worker
IndexedDB	interface	IDBCursor	0	operation	continue	Window,Worker
IndexedDB	interface	IDBCursor	0	operation	continuePrimaryKey	Window,Worker
IndexedDB	interface	IDBCursor	0	operation	update	Window,Worker
IndexedDB	interface	IDBCursor	0	operation	delete	Window,Worker
IndexedDB	enum	IDBCursorDirection	0			
IndexedDB	interface	IDBCursorWithValue	0	attribute	value	Window,Worker
IndexedDB	interface	IDBTransaction	0	attribute	objectStoreNames	Window,Worker
IndexedDB	interface	IDBTransaction	0	attribute	mode	Window,Worker
IndexedDB	interface	IDBTransaction	0	attribute	durability	Window,Worker
IndexedDB	interface	IDBTransaction	0	attribute	db	Window,Worker
IndexedDB	interface	IDBTransaction	0	attribute	error	Window,Worker
IndexedDB	interface	IDBTransaction	0	operation	objectStore	Window,Worker
IndexedDB	interface	IDBTransaction	0	operation	commit	Window,Worker
IndexedDB	interface	IDBTransaction	0	operation	abort	Window,Worker
IndexedDB	interface	IDBTransaction	0	attribute	onabort	Window,Worker
IndexedDB	interface	IDBTransaction	0	attribute	oncomplete	Window,Worker
IndexedDB	interface	IDBTransaction	0	attribute	onerror	Window,Worker
IndexedDB	enum	IDBTransactionMode	0			
KHR_parallel_shader_compile	interface	KHR_parallel_shader_compile	0	const	COMPLETION_STATUS_KHR	Window,Worker
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	0	operation	enableiOES	Window,Worker
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	0	operation	disableiOES	Window,Worker
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	0	operation	blendEquationiOES	Window,Worker
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	0	operation	blendEquationSeparateiOES	Window,Worker
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	0	operation	blendFunciOES	Window,Worker
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	0	operation	blendFuncSeparateiOES	Window,Worker
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	0	operation	colorMaskiOES	Window,Worker
OES_element_index_uint	interface	OES_element_index_uint	0			Window,Worker
OES_fbo_render_mipmap	interface	OES_fbo_render_mipmap	0			Window,Worker
OES_standard_derivatives	interface	OES_standard_derivatives	0	const	FRAGMENT_SHADER_DERIVATIVE_HINT_OES	Window,Worker
OES_texture_float	interface	OES_texture_float	0			Window,Worker
OES_texture_float_linear	interface	OES_texture_float_linear	0			Window,Worker
OES_texture_half_float	interface	OES_texture_half_float	0	const	HALF_FLOAT_OES	Window,Worker
OES_texture_half_float_linear	interface	OES_texture_half_float_linear	0			Window,Worker
OES_vertex_array_object	interface	WebGLVertexArrayObjectOES	0			Window,Worker
OES_vertex_array_object	interface	OES_vertex_array_object	0	const	VERTEX_ARRAY_BINDING_OES	Window,Worker
OES_vertex_array_object	interface	OES_vertex_array_object	0	operation	createVertexArrayOES	Window,Worker
OES_vertex_array_object	interface	OES_vertex_array_object	0	operation	deleteVertexArrayOES	Window,Worker
OES_vertex_array_object	interface	OES_vertex_array_object	0	operation	isVertexArrayOES	Window,Worker
OES_vertex_array_object	interface	OES_vertex_array_object	0	operation	bindVertexArrayOES	Window,Worker
OVR_multiview2	interface	OVR_multiview2	0	const	FRAMEBUFFER_ATTACHMENT_TEXTURE_NUM_VIEWS_OVR	Window,Worker
OVR_multiview2	interface	OVR_multiview2	0	const	FRAMEBUFFER_ATTACHMENT_TEXTURE_BASE_VIEW_INDEX_OVR	Window,Worker
OVR_multiview2	interface	OVR_multiview2	0	const	MAX_VIEWS_OVR	Window,Worker
OVR_multiview2	interface	OVR_multiview2	0	const	FRAMEBUFFER_INCOMPLETE_VIEW_TARGETS_OVR	Window,Worker
OVR_multiview2	interface	OVR_multiview2	0	operation	framebufferTextureMultiviewOVR	Window,Worker
SVG	interface	SVGElement	0	attribute	className	Window
SVG	interface	SVGElement	0	attribute	ownerSVGElement	Window
SVG	interface	SVGElement	0	attribute	viewportElement	Window
SVG	includes	SVGElement	0		GlobalEventHandlers	
SVG	includes	SVGElement	0		HTMLOrSVGOrMathMLElement	
SVG	dictionary	SVGBoundingBoxOptions	0	field	fill	
SVG	dictionary	SVGBoundingBoxOptions	0	field	stroke	
SVG	dictionary	SVGBoundingBoxOptions	0	field	markers	
SVG	dictionary	SVGBoundingBoxOptions	0	field	clipped	
SVG	interface	SVGGraphicsElement	0	attribute	transform	Window
SVG	interface	SVGGraphicsElement	0	operation	getBBox	Window
SVG	interface	SVGGraphicsElement	0	operation	getCTM	Window
SVG	interface	SVGGraphicsElement	0	operation	getScreenCTM	Window
SVG	includes	SVGGraphicsElement	0		SVGTests	
SVG	interface	SVGGeometryElement	0	attribute	pathLength	Window
SVG	interface	SVGGeometryElement	0	operation	isPointInFill	Window
SVG	interface	SVGGeometryElement	0	operation	isPointInStroke	Window
SVG	interface	SVGGeometryElement	0	operation	getTotalLength	Window
SVG	interface	SVGGeometryElement	0	operation	getPointAtLength	Window
SVG	interface	SVGNumber	0	attribute	value	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_UNKNOWN	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_NUMBER	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_PERCENTAGE	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_EMS	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_EXS	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_PX	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_CM	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_MM	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_IN	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_PT	Window
SVG	interface	SVGLength	0	const	SVG_LENGTHTYPE_PC	Window
SVG	interface	SVGLength	0	attribute	unitType	Window
SVG	interface	SVGLength	0	attribute	value	Window
SVG	interface	SVGLength	0	attribute	valueInSpecifiedUnits	Window
SVG	interface	SVGLength	0	attribute	valueAsString	Window
SVG	interface	SVGLength	0	operation	newValueSpecifiedUnits	Window
SVG	interface	SVGLength	0	operation	convertToSpecifiedUnits	Window
SVG	interface	SVGAngle	0	const	SVG_ANGLETYPE_UNKNOWN	Window
SVG	interface	SVGAngle	0	const	SVG_ANGLETYPE_UNSPECIFIED	Window
SVG	interface	SVGAngle	0	const	SVG_ANGLETYPE_DEG	Window
SVG	interface	SVGAngle	0	const	SVG_ANGLETYPE_RAD	Window
SVG	interface	SVGAngle	0	const	SVG_ANGLETYPE_GRAD	Window
SVG	interface	SVGAngle	0	attribute	unitType	Window
SVG	interface	SVGAngle	0	attribute	value	Window
SVG	interface	SVGAngle	0	attribute	valueInSpecifiedUnits	Window
SVG	interface	SVGAngle	0	attribute	valueAsString	Window
SVG	interface	SVGAngle	0	operation	newValueSpecifiedUnits	Window
SVG	interface	SVGAngle	0	operation	convertToSpecifiedUnits	Window
SVG	interface	SVGNumberList	0	attribute	length	Window
SVG	interface	SVGNumberList	0	attribute	numberOfItems	Window
SVG	interface	SVGNumberList	0	operation	clear	Window
SVG	interface	SVGNumberList	0	operation	initialize	Window
SVG	interface	SVGNumberList	0	operation	getItem	Window
SVG	interface	SVGNumberList	0	operation	insertItemBefore	Window
SVG	interface	SVGNumberList	0	operation	replaceItem	Window
SVG	interface	SVGNumberList	0	operation	removeItem	Window
SVG	interface	SVGNumberList	0	operation	appendItem	Window
SVG	interface	SVGNumberList	0	operation	@匿名	Window
SVG	interface	SVGLengthList	0	attribute	length	Window
SVG	interface	SVGLengthList	0	attribute	numberOfItems	Window
SVG	interface	SVGLengthList	0	operation	clear	Window
SVG	interface	SVGLengthList	0	operation	initialize	Window
SVG	interface	SVGLengthList	0	operation	getItem	Window
SVG	interface	SVGLengthList	0	operation	insertItemBefore	Window
SVG	interface	SVGLengthList	0	operation	replaceItem	Window
SVG	interface	SVGLengthList	0	operation	removeItem	Window
SVG	interface	SVGLengthList	0	operation	appendItem	Window
SVG	interface	SVGLengthList	0	operation	@匿名	Window
SVG	interface	SVGStringList	0	attribute	length	Window
SVG	interface	SVGStringList	0	attribute	numberOfItems	Window
SVG	interface	SVGStringList	0	operation	clear	Window
SVG	interface	SVGStringList	0	operation	initialize	Window
SVG	interface	SVGStringList	0	operation	getItem	Window
SVG	interface	SVGStringList	0	operation	insertItemBefore	Window
SVG	interface	SVGStringList	0	operation	replaceItem	Window
SVG	interface	SVGStringList	0	operation	removeItem	Window
SVG	interface	SVGStringList	0	operation	appendItem	Window
SVG	interface	SVGStringList	0	operation	@匿名	Window
SVG	interface	SVGAnimatedBoolean	0	attribute	baseVal	Window
SVG	interface	SVGAnimatedBoolean	0	attribute	animVal	Window
SVG	interface	SVGAnimatedEnumeration	0	attribute	baseVal	Window
SVG	interface	SVGAnimatedEnumeration	0	attribute	animVal	Window
SVG	interface	SVGAnimatedInteger	0	attribute	baseVal	Window
SVG	interface	SVGAnimatedInteger	0	attribute	animVal	Window
SVG	interface	SVGAnimatedNumber	0	attribute	baseVal	Window
SVG	interface	SVGAnimatedNumber	0	attribute	animVal	Window
SVG	interface	SVGAnimatedLength	0	attribute	baseVal	Window
SVG	interface	SVGAnimatedLength	0	attribute	animVal	Window
SVG	interface	SVGAnimatedAngle	0	attribute	baseVal	Window
SVG	interface	SVGAnimatedAngle	0	attribute	animVal	Window
SVG	interface	SVGAnimatedString	0	attribute	baseVal	Window
SVG	interface	SVGAnimatedString	0	attribute	animVal	Window
