api.BatteryManager.chargingTime	1	0	0
api.BatteryManager.chargingchange_event	1	0	0
api.BatteryManager.chargingtimechange_event	1	0	0
api.BatteryManager.dischargingTime	1	0	0
api.BatteryManager.dischargingtimechange_event	1	0	0
api.BatteryManager.level	1	0	0
api.BatteryManager.levelchange_event	1	0	0
api.BatteryManager.secure_context_required	1	0	0
api.BeforeInstallPromptEvent.BeforeInstallPromptEvent	1	0	0
api.BeforeInstallPromptEvent	1	0	0
api.BeforeInstallPromptEvent.platforms	1	0	0
api.BeforeInstallPromptEvent.prompt	1	0	0
api.BeforeInstallPromptEvent.userChoice	1	0	0
api.BeforeUnloadEvent	1	1	1
api.BeforeUnloadEvent.returnValue	1	1	1
api.BeforeUnloadEvent.user_interaction	1	1	1
api.BiquadFilterNode.BiquadFilterNode	1	1	1
api.BiquadFilterNode.Q	1	1	1
api.BiquadFilterNode	1	1	1
api.BiquadFilterNode.detune	1	1	1
api.BiquadFilterNode.frequency	1	1	1
api.BiquadFilterNode.gain	1	1	1
api.BiquadFilterNode.getFrequencyResponse	1	1	1
api.BiquadFilterNode.type	1	1	1
api.Blob.Blob	1	1	1
api.Blob	1	1	1
api.Blob.arrayBuffer	1	1	1
api.Blob.bytes	1	1	1
api.Blob.size	1	1	1
api.Blob.slice	1	1	1
api.Blob.stream	1	1	1
api.Blob.text	1	1	1
api.Blob.textStream	1	0	0
api.Blob.type	1	1	1
api.BlobEvent.BlobEvent	1	1	1
api.BlobEvent	1	1	1
api.BlobEvent.data	1	1	1
api.BlobEvent.timecode	1	0	1
api.Bluetooth	1	0	0
api.Bluetooth.getAvailability	1	0	0
api.Bluetooth.getDevices	0	0	0
api.Bluetooth.requestDevice	1	0	0
api.Bluetooth.requestDevice.options_exclusionFilters_parameter	1	0	0
api.Bluetooth.requestDevice.options_filter_manufacturerData_parameter	1	0	0
api.BluetoothCharacteristicProperties	1	0	0
api.BluetoothCharacteristicProperties.authenticatedSignedWrites	1	0	0
api.BluetoothCharacteristicProperties.broadcast	1	0	0
api.BluetoothCharacteristicProperties.indicate	1	0	0
api.BluetoothCharacteristicProperties.notify	1	0	0
api.BluetoothCharacteristicProperties.read	1	0	0
api.BluetoothCharacteristicProperties.reliableWrite	1	0	0
api.BluetoothCharacteristicProperties.writableAuxiliaries	1	0	0
api.BluetoothCharacteristicProperties.write	1	0	0
api.BluetoothCharacteristicProperties.writeWithoutResponse	1	0	0
api.BluetoothDevice	1	0	0
api.BluetoothDevice.gatt	1	0	0
api.BluetoothDevice.gattserverdisconnected_event	1	0	0
api.BluetoothDevice.id	1	0	0
api.BluetoothDevice.name	1	0	0
api.BluetoothRemoteGATTCharacteristic	1	0	0
api.BluetoothRemoteGATTCharacteristic.characteristicvaluechanged_event	1	0	0
api.BluetoothRemoteGATTCharacteristic.getDescriptor	1	0	0
api.BluetoothRemoteGATTCharacteristic.getDescriptors	1	0	0
api.BluetoothRemoteGATTCharacteristic.properties	1	0	0
api.BluetoothRemoteGATTCharacteristic.readValue	1	0	0
api.BluetoothRemoteGATTCharacteristic.service	1	0	0
api.BluetoothRemoteGATTCharacteristic.startNotifications	1	0	0
api.BluetoothRemoteGATTCharacteristic.stopNotifications	1	0	0
api.BluetoothRemoteGATTCharacteristic.uuid	1	0	0
api.BluetoothRemoteGATTCharacteristic.value	1	0	0
api.BluetoothRemoteGATTCharacteristic.writeValue	1	0	0
api.BluetoothRemoteGATTCharacteristic.writeValueWithResponse	1	0	0
api.BluetoothRemoteGATTCharacteristic.writeValueWithoutResponse	1	0	0
api.BluetoothRemoteGATTDescriptor	1	0	0
api.BluetoothRemoteGATTDescriptor.characteristic	1	0	0
api.BluetoothRemoteGATTDescriptor.readValue	1	0	0
api.BluetoothRemoteGATTDescriptor.uuid	1	0	0
api.BluetoothRemoteGATTDescriptor.value	1	0	0
api.BluetoothRemoteGATTDescriptor.writeValue	1	0	0
api.BluetoothRemoteGATTServer	1	0	0
api.BluetoothRemoteGATTServer.connect	1	0	0
api.BluetoothRemoteGATTServer.connected	1	0	0
api.BluetoothRemoteGATTServer.device	1	0	0
api.BluetoothRemoteGATTServer.disconnect	1	0	0
api.BluetoothRemoteGATTServer.getPrimaryService	1	0	0
api.BluetoothRemoteGATTServer.getPrimaryServices	1	0	0
api.BluetoothRemoteGATTService	1	0	0
api.BluetoothRemoteGATTService.device	1	0	0
api.BluetoothRemoteGATTService.getCharacteristic	1	0	0
api.BluetoothRemoteGATTService.getCharacteristics	1	0	0
api.BluetoothRemoteGATTService.isPrimary	1	0	0
api.BluetoothRemoteGATTService.uuid	1	0	0
api.BluetoothUUID	1	0	0
api.BluetoothUUID.canonicalUUID_static	1	0	0
api.BluetoothUUID.getCharacteristic_static	1	0	0
api.BluetoothUUID.getDescriptor_static	1	0	0
api.BluetoothUUID.getService_static	1	0	0
api.BroadcastChannel.BroadcastChannel	1	1	1
api.BroadcastChannel	1	1	1
api.BroadcastChannel.close	1	1	1
api.BroadcastChannel.message_event	1	1	1
api.BroadcastChannel.messageerror_event	1	1	1
api.BroadcastChannel.name	1	1	1
api.BroadcastChannel.postMessage	1	1	1
api.BrowserCaptureMediaStreamTrack	1	0	0
api.BrowserCaptureMediaStreamTrack.clone	1	0	0
api.BrowserCaptureMediaStreamTrack.cropTo	1	0	0
api.BrowserCaptureMediaStreamTrack.restrictTo	1	0	0
api.BufferedChangeEvent.BufferedChangeEvent	0	0	1
api.BufferedChangeEvent	0	0	1
api.BufferedChangeEvent.addedRanges	0	0	1
api.BufferedChangeEvent.removedRanges	0	0	1
api.ByteLengthQueuingStrategy.ByteLengthQueuingStrategy	1	1	1
api.ByteLengthQueuingStrategy	1	1	1
api.ByteLengthQueuingStrategy.highWaterMark	1	1	1
api.ByteLengthQueuingStrategy.size	1	1	1
api.CDATASection	1	1	1
api.CSPViolationReportBody	1	1	1
api.CSPViolationReportBody.blockedURL	1	1	1
api.CSPViolationReportBody.columnNumber	1	1	1
api.CSPViolationReportBody.disposition	1	1	1
api.CSPViolationReportBody.documentURL	1	1	1
api.CSPViolationReportBody.effectiveDirective	1	1	1
api.CSPViolationReportBody.lineNumber	1	1	1
api.CSPViolationReportBody.originalPolicy	1	1	1
api.CSPViolationReportBody.referrer	1	1	1
api.CSPViolationReportBody.sample	1	1	1
api.CSPViolationReportBody.sourceFile	1	1	1
api.CSPViolationReportBody.statusCode	1	1	1
api.CSPViolationReportBody.toJSON	1	1	1
api.CSS.Hz_static	1	1	1
api.CSS.Q_static	1	1	1
api.CSS	1	1	1
api.CSS.cap_static	1	1	1
api.CSS.ch_static	1	1	1
api.CSS.cm_static	1	1	1
api.CSS.cqb_static	1	1	1
api.CSS.cqh_static	1	1	1
api.CSS.cqi_static	1	1	1
api.CSS.cqmax_static	1	1	1
api.CSS.cqmin_static	1	1	1
api.CSS.cqw_static	1	1	1
api.CSS.deg_static	1	1	1
api.CSS.dpcm_static	1	1	1
api.CSS.dpi_static	1	1	1
api.CSS.dppx_static	1	1	1
api.CSS.dvb_static	1	1	1
api.CSS.dvh_static	1	1	1
api.CSS.dvi_static	1	1	1
api.CSS.dvmax_static	1	1	1
api.CSS.dvmin_static	1	1	1
api.CSS.dvw_static	1	1	1
api.CSS.em_static	1	1	1
api.CSS.escape_static	1	1	1
api.CSS.ex_static	1	1	1
api.CSS.fr_static	1	1	1
api.CSS.grad_static	1	1	1
api.CSS.highlights_static	1	1	1
api.CSS.ic_static	1	1	1
api.CSS.in_static	1	1	1
api.CSS.kHz_static	1	1	1
api.CSS.lh_static	1	1	1
api.CSS.lvb_static	1	1	1
api.CSS.lvh_static	1	1	1
api.CSS.lvi_static	1	1	1
api.CSS.lvmax_static	1	1	1
api.CSS.lvmin_static	1	1	1
api.CSS.lvw_static	1	1	1
api.CSS.mm_static	1	1	1
api.CSS.ms_static	1	1	1
api.CSS.number_static	1	1	1
api.CSS.paintWorklet_static	1	0	0
api.CSS.pc_static	1	1	1
api.CSS.percent_static	1	1	1
api.CSS.pt_static	1	1	1
api.CSS.px_static	1	1	1
api.CSS.rad_static	1	1	1
api.CSS.rcap_static	1	1	1
api.CSS.rch_static	1	1	1
api.CSS.registerProperty_static	1	1	1
api.CSS.rem_static	1	1	1
api.CSS.rex_static	1	1	1
api.CSS.ric_static	1	1	1
api.CSS.rlh_static	1	1	1
api.CSS.s_static	1	1	1
api.CSS.supports_static	1	1	1
api.CSS.supports_static.optional_parens	1	1	1
api.CSS.svb_static	1	1	1
api.CSS.svh_static	1	1	1
api.CSS.svi_static	1	1	1
api.CSS.svmax_static	1	1	1
api.CSS.svmin_static	1	1	1
api.CSS.svw_static	1	1	1
api.CSS.turn_static	1	1	1
api.CSS.vb_static	1	1	1
api.CSS.vh_static	1	1	1
api.CSS.vi_static	1	1	1
api.CSS.vmax_static	1	1	1
api.CSS.vmin_static	1	1	1
api.CSS.vw_static	1	1	1
api.CSSAnimation	1	1	1
api.CSSAnimation.animationName	1	1	1
api.CSSConditionRule	1	1	1
api.CSSConditionRule.conditionText	1	1	1
api.CSSContainerRule	1	1	1
api.CSSContainerRule.conditions	1	1	0
api.CSSContainerRule.containerName	1	1	1
api.CSSContainerRule.containerQuery	1	1	1
api.CSSCounterStyleRule	1	1	1
api.CSSCounterStyleRule.additiveSymbols	1	1	1
api.CSSCounterStyleRule.fallback	1	1	1
api.CSSCounterStyleRule.name	1	1	1
api.CSSCounterStyleRule.negative	1	1	1
api.CSSCounterStyleRule.pad	1	1	1
api.CSSCounterStyleRule.prefix	1	1	1
api.CSSCounterStyleRule.range	1	1	1
api.CSSCounterStyleRule.speakAs	1	1	1
api.CSSCounterStyleRule.suffix	1	1	1
api.CSSCounterStyleRule.symbols	1	1	1
api.CSSCounterStyleRule.system	1	1	1
api.CSSCustomMediaRule	0	0	0
api.CSSFontFaceDescriptors	0	1	1
api.CSSFontFaceDescriptors.ascent-override	0	1	1
api.CSSFontFaceDescriptors.ascentOverride	0	1	1
api.CSSFontFaceDescriptors.descent-override	0	1	1
