规范	定义类	定义名	成员类	成员名	候选BCD路径	状态	Chrome	Firefox	Safari
web-based-payment-handler	interface	PaymentRequestEvent	operation	changeShippingOption	api.PaymentRequestEvent.changeShippingOption	直接命中	1	0	0
web-based-payment-handler	interface	PaymentRequestEvent	operation	respondWith	api.PaymentRequestEvent.respondWith	直接命中	1	0	0
web-based-payment-handler	dictionary	PaymentRequestEventInit	field	topOrigin		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestEventInit	field	paymentRequestOrigin		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestEventInit	field	paymentRequestId		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestEventInit	field	methodData		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestEventInit	field	total		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestEventInit	field	modifiers		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestEventInit	field	paymentOptions		非直接接口定义			
web-based-payment-handler	dictionary	PaymentRequestEventInit	field	shippingOptions		非直接接口定义			
web-based-payment-handler	dictionary	PaymentHandlerResponse	field	methodName		非直接接口定义			
web-based-payment-handler	dictionary	PaymentHandlerResponse	field	details		非直接接口定义			
web-based-payment-handler	dictionary	PaymentHandlerResponse	field	payerName		非直接接口定义			
web-based-payment-handler	dictionary	PaymentHandlerResponse	field	payerEmail		非直接接口定义			
web-based-payment-handler	dictionary	PaymentHandlerResponse	field	payerPhone		非直接接口定义			
web-based-payment-handler	dictionary	PaymentHandlerResponse	field	shippingAddress		非直接接口定义			
web-based-payment-handler	dictionary	PaymentHandlerResponse	field	shippingOption		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	country		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	addressLine		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	region		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	city		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	dependentLocality		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	postalCode		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	sortingCode		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	organization		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	recipient		非直接接口定义			
web-based-payment-handler	dictionary	AddressInit	field	phone		非直接接口定义			
web-bluetooth-scanning	dictionary	BluetoothLEScanOptions	field	filters		非直接接口定义			
web-bluetooth-scanning	dictionary	BluetoothLEScanOptions	field	keepRepeatedDevices		非直接接口定义			
web-bluetooth-scanning	dictionary	BluetoothLEScanOptions	field	acceptAllAdvertisements		非直接接口定义			
web-bluetooth-scanning	interface	Bluetooth	operation	requestLEScan	api.Bluetooth.requestLEScan	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothDataFilter	constructor	constructor	api.BluetoothDataFilter.BluetoothDataFilter	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothDataFilter	attribute	dataPrefix	api.BluetoothDataFilter.dataPrefix	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothDataFilter	attribute	mask	api.BluetoothDataFilter.mask	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothManufacturerDataFilter	constructor	constructor	api.BluetoothManufacturerDataFilter.BluetoothManufacturerDataFilter	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothManufacturerDataFilter	maplike	@@maplike	api.BluetoothManufacturerDataFilter.@@maplike	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothServiceDataFilter	constructor	constructor	api.BluetoothServiceDataFilter.BluetoothServiceDataFilter	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothServiceDataFilter	maplike	@@maplike	api.BluetoothServiceDataFilter.@@maplike	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScanFilter	constructor	constructor	api.BluetoothLEScanFilter.BluetoothLEScanFilter	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScanFilter	attribute	name	api.BluetoothLEScanFilter.name	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScanFilter	attribute	namePrefix	api.BluetoothLEScanFilter.namePrefix	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScanFilter	attribute	services	api.BluetoothLEScanFilter.services	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScanFilter	attribute	manufacturerData	api.BluetoothLEScanFilter.manufacturerData	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScanFilter	attribute	serviceData	api.BluetoothLEScanFilter.serviceData	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScan	attribute	filters	api.BluetoothLEScan.filters	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScan	attribute	keepRepeatedDevices	api.BluetoothLEScan.keepRepeatedDevices	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScan	attribute	acceptAllAdvertisements	api.BluetoothLEScan.acceptAllAdvertisements	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScan	attribute	active	api.BluetoothLEScan.active	BCD无同名路径			
web-bluetooth-scanning	interface	BluetoothLEScan	operation	stop	api.BluetoothLEScan.stop	BCD无同名路径			
web-bluetooth-scanning	dictionary	BluetoothLEScanPermissionDescriptor	field	filters		非直接接口定义			
web-bluetooth-scanning	dictionary	BluetoothLEScanPermissionDescriptor	field	keepRepeatedDevices		非直接接口定义			
web-bluetooth-scanning	dictionary	BluetoothLEScanPermissionDescriptor	field	acceptAllAdvertisements		非直接接口定义			
web-bluetooth-scanning	interface	BluetoothLEScanPermissionResult	attribute	scans	api.BluetoothLEScanPermissionResult.scans	BCD无同名路径			
web-bluetooth	dictionary	BluetoothDataFilterInit	field	dataPrefix		非直接接口定义			
web-bluetooth	dictionary	BluetoothDataFilterInit	field	mask		非直接接口定义			
web-bluetooth	dictionary	BluetoothManufacturerDataFilterInit	field	companyIdentifier		非直接接口定义			
web-bluetooth	dictionary	BluetoothServiceDataFilterInit	field	service		非直接接口定义			
web-bluetooth	dictionary	BluetoothLEScanFilterInit	field	services		非直接接口定义			
web-bluetooth	dictionary	BluetoothLEScanFilterInit	field	name		非直接接口定义			
web-bluetooth	dictionary	BluetoothLEScanFilterInit	field	namePrefix		非直接接口定义			
web-bluetooth	dictionary	BluetoothLEScanFilterInit	field	manufacturerData		非直接接口定义			
web-bluetooth	dictionary	BluetoothLEScanFilterInit	field	serviceData		非直接接口定义			
web-bluetooth	dictionary	RequestDeviceOptions	field	filters		非直接接口定义			
web-bluetooth	dictionary	RequestDeviceOptions	field	exclusionFilters		非直接接口定义			
web-bluetooth	dictionary	RequestDeviceOptions	field	optionalServices		非直接接口定义			
web-bluetooth	dictionary	RequestDeviceOptions	field	optionalManufacturerData		非直接接口定义			
web-bluetooth	dictionary	RequestDeviceOptions	field	acceptAllDevices		非直接接口定义			
web-bluetooth	interface	Bluetooth	operation	getAvailability	api.Bluetooth.getAvailability	直接命中	1	0	0
web-bluetooth	interface	Bluetooth	attribute	onavailabilitychanged	api.Bluetooth.onavailabilitychanged	BCD无同名路径			
web-bluetooth	interface	Bluetooth	attribute	referringDevice	api.Bluetooth.referringDevice	BCD无同名路径			
web-bluetooth	interface	Bluetooth	operation	getDevices	api.Bluetooth.getDevices	直接命中	0	0	0
web-bluetooth	interface	Bluetooth	operation	requestDevice	api.Bluetooth.requestDevice	直接命中	1	0	0
web-bluetooth	includes	Bluetooth		BluetoothDeviceEventHandlers		包含关系待展开			
web-bluetooth	includes	Bluetooth		CharacteristicEventHandlers		包含关系待展开			
web-bluetooth	includes	Bluetooth		ServiceEventHandlers		包含关系待展开			
web-bluetooth	dictionary	BluetoothPermissionDescriptor	field	deviceId		非直接接口定义			
web-bluetooth	dictionary	BluetoothPermissionDescriptor	field	filters		非直接接口定义			
web-bluetooth	dictionary	BluetoothPermissionDescriptor	field	optionalServices		非直接接口定义			
web-bluetooth	dictionary	BluetoothPermissionDescriptor	field	optionalManufacturerData		非直接接口定义			
web-bluetooth	dictionary	BluetoothPermissionDescriptor	field	acceptAllDevices		非直接接口定义			
web-bluetooth	dictionary	AllowedBluetoothDevice	field	deviceId		非直接接口定义			
web-bluetooth	dictionary	AllowedBluetoothDevice	field	mayUseGATT		非直接接口定义			
web-bluetooth	dictionary	AllowedBluetoothDevice	field	allowedServices		非直接接口定义			
web-bluetooth	dictionary	AllowedBluetoothDevice	field	allowedManufacturerData		非直接接口定义			
web-bluetooth	dictionary	BluetoothPermissionStorage	field	allowedDevices		非直接接口定义			
web-bluetooth	interface	BluetoothPermissionResult	attribute	devices	api.BluetoothPermissionResult.devices	BCD无同名路径			
web-bluetooth	interface	ValueEvent	constructor	constructor	api.ValueEvent.ValueEvent	BCD无同名路径			
web-bluetooth	interface	ValueEvent	attribute	value	api.ValueEvent.value	BCD无同名路径			
web-bluetooth	dictionary	ValueEventInit	field	value		非直接接口定义			
web-bluetooth	interface	BluetoothDevice	attribute	id	api.BluetoothDevice.id	直接命中	1	0	0
web-bluetooth	interface	BluetoothDevice	attribute	name	api.BluetoothDevice.name	直接命中	1	0	0
web-bluetooth	interface	BluetoothDevice	attribute	gatt	api.BluetoothDevice.gatt	直接命中	1	0	0
web-bluetooth	interface	BluetoothDevice	operation	forget	api.BluetoothDevice.forget	BCD无同名路径			
web-bluetooth	interface	BluetoothDevice	operation	watchAdvertisements	api.BluetoothDevice.watchAdvertisements	BCD无同名路径			
web-bluetooth	interface	BluetoothDevice	attribute	watchingAdvertisements	api.BluetoothDevice.watchingAdvertisements	BCD无同名路径			
web-bluetooth	includes	BluetoothDevice		BluetoothDeviceEventHandlers		包含关系待展开			
web-bluetooth	includes	BluetoothDevice		CharacteristicEventHandlers		包含关系待展开			
web-bluetooth	includes	BluetoothDevice		ServiceEventHandlers		包含关系待展开			
web-bluetooth	dictionary	WatchAdvertisementsOptions	field	signal		非直接接口定义			
web-bluetooth	interface	BluetoothManufacturerDataMap	maplike	@@maplike	api.BluetoothManufacturerDataMap.@@maplike	BCD无同名路径			
web-bluetooth	interface	BluetoothServiceDataMap	maplike	@@maplike	api.BluetoothServiceDataMap.@@maplike	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	constructor	constructor	api.BluetoothAdvertisingEvent.BluetoothAdvertisingEvent	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	attribute	device	api.BluetoothAdvertisingEvent.device	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	attribute	uuids	api.BluetoothAdvertisingEvent.uuids	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	attribute	name	api.BluetoothAdvertisingEvent.name	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	attribute	appearance	api.BluetoothAdvertisingEvent.appearance	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	attribute	txPower	api.BluetoothAdvertisingEvent.txPower	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	attribute	rssi	api.BluetoothAdvertisingEvent.rssi	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	attribute	manufacturerData	api.BluetoothAdvertisingEvent.manufacturerData	BCD无同名路径			
web-bluetooth	interface	BluetoothAdvertisingEvent	attribute	serviceData	api.BluetoothAdvertisingEvent.serviceData	BCD无同名路径			
web-bluetooth	dictionary	BluetoothAdvertisingEventInit	field	device		非直接接口定义			
web-bluetooth	dictionary	BluetoothAdvertisingEventInit	field	uuids		非直接接口定义			
web-bluetooth	dictionary	BluetoothAdvertisingEventInit	field	name		非直接接口定义			
web-bluetooth	dictionary	BluetoothAdvertisingEventInit	field	appearance		非直接接口定义			
web-bluetooth	dictionary	BluetoothAdvertisingEventInit	field	txPower		非直接接口定义			
web-bluetooth	dictionary	BluetoothAdvertisingEventInit	field	rssi		非直接接口定义			
web-bluetooth	dictionary	BluetoothAdvertisingEventInit	field	manufacturerData		非直接接口定义			
web-bluetooth	dictionary	BluetoothAdvertisingEventInit	field	serviceData		非直接接口定义			
web-bluetooth	interface	BluetoothRemoteGATTServer	attribute	device	api.BluetoothRemoteGATTServer.device	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTServer	attribute	connected	api.BluetoothRemoteGATTServer.connected	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTServer	operation	connect	api.BluetoothRemoteGATTServer.connect	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTServer	operation	disconnect	api.BluetoothRemoteGATTServer.disconnect	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTServer	operation	getPrimaryService	api.BluetoothRemoteGATTServer.getPrimaryService	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTServer	operation	getPrimaryServices	api.BluetoothRemoteGATTServer.getPrimaryServices	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTService	attribute	device	api.BluetoothRemoteGATTService.device	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTService	attribute	uuid	api.BluetoothRemoteGATTService.uuid	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTService	attribute	isPrimary	api.BluetoothRemoteGATTService.isPrimary	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTService	operation	getCharacteristic	api.BluetoothRemoteGATTService.getCharacteristic	直接命中	1	0	0
web-bluetooth	interface	BluetoothRemoteGATTService	operation	getCharacteristics	api.BluetoothRemoteGATTService.getCharacteristics	直接命中	1	0	0
